"ID","datetime_UTC","release_datetime_UTC","Healed.Scars","X_UTM","Y_UTM"
17007,"2017-08-25 01:03:36","2017-08-06 01:24:00",TRUE,510734.930865768,8015741.33106484
17007,"2017-08-25 02:03:36","2017-08-06 01:24:00",TRUE,511701.866363496,8019714.02030281
17007,"2017-08-25 03:03:36","2017-08-06 01:24:00",TRUE,509041.244878913,8022389.83908725
17007,"2017-08-25 04:03:36","2017-08-06 01:24:00",TRUE,510260.829867324,8023938.54827583
17007,"2017-08-25 05:03:36","2017-08-06 01:24:00",TRUE,511352.5969625,8025736.09918122
17007,"2017-08-25 06:03:36","2017-08-06 01:24:00",TRUE,512582.852863695,8023517.13676243
17007,"2017-08-25 07:03:36","2017-08-06 01:24:00",TRUE,515590.116697656,8018238.59410971
17007,"2017-08-25 08:03:36","2017-08-06 01:24:00",TRUE,512992.640086893,8019538.98849549
17007,"2017-08-25 09:03:36","2017-08-06 01:24:00",TRUE,509068.815221511,8020306.87737225
17007,"2017-08-25 10:03:36","2017-08-06 01:24:00",TRUE,507486.629902632,8016930.14845121
17007,"2017-08-25 11:03:36","2017-08-06 01:24:00",TRUE,506596.769292239,8017640.69623909
17007,"2017-08-25 12:03:36","2017-08-06 01:24:00",TRUE,506958.738091033,8017897.38571288
17007,"2017-08-25 13:03:36","2017-08-06 01:24:00",TRUE,509020.080755207,8019694.41018155
17007,"2017-08-26 08:44:57","2017-08-06 01:24:00",TRUE,514601.259175603,8048739.96966777
17007,"2017-08-26 09:44:57","2017-08-06 01:24:00",TRUE,520320.450687644,8048417.03687827
17007,"2017-08-26 10:44:57","2017-08-06 01:24:00",TRUE,521786.576118516,8051451.91106589
17007,"2017-08-26 11:44:57","2017-08-06 01:24:00",TRUE,523304.865975397,8054487.42406293
17007,"2017-08-26 12:44:57","2017-08-06 01:24:00",TRUE,528800.870253313,8055606.64078443
17007,"2017-08-26 13:44:57","2017-08-06 01:24:00",TRUE,533438.90536979,8056271.28290438
17007,"2017-08-26 14:44:57","2017-08-06 01:24:00",TRUE,537356.25750915,8053038.08144545
17007,"2017-08-26 15:44:57","2017-08-06 01:24:00",TRUE,541046.018200068,8050524.0152981
17007,"2017-08-26 16:44:57","2017-08-06 01:24:00",TRUE,542189.329679508,8049256.00417678
17007,"2017-08-26 17:44:57","2017-08-06 01:24:00",TRUE,539015.262808523,8049963.99054258
17007,"2017-08-26 18:44:57","2017-08-06 01:24:00",TRUE,542295.861008171,8049994.79135843
17007,"2017-08-27 00:02:30","2017-08-06 01:24:00",TRUE,532044.27345737,8050905.69926911
17007,"2017-08-27 01:02:30","2017-08-06 01:24:00",TRUE,528481.633766246,8053516.30434346
17007,"2017-08-27 02:02:30","2017-08-06 01:24:00",TRUE,524160.925000382,8055180.68840857
17007,"2017-08-27 03:02:30","2017-08-06 01:24:00",TRUE,528561.197886696,8060184.42987584
17007,"2017-08-27 04:02:30","2017-08-06 01:24:00",TRUE,533556.970152813,8062359.93642664
17007,"2017-08-27 05:02:30","2017-08-06 01:24:00",TRUE,538389.85787313,8062547.62260059
17007,"2017-08-27 06:02:30","2017-08-06 01:24:00",TRUE,542616.755374361,8061865.13287473
17007,"2017-08-27 07:02:30","2017-08-06 01:24:00",TRUE,546573.180116203,8059593.7372656
17007,"2017-08-27 08:02:30","2017-08-06 01:24:00",TRUE,547348.180530596,8054299.49856096
17007,"2017-08-27 09:02:30","2017-08-06 01:24:00",TRUE,549638.856654807,8049974.93058907
17007,"2017-08-27 10:02:30","2017-08-06 01:24:00",TRUE,550778.714421366,8046001.87093009
17007,"2017-08-27 11:02:30","2017-08-06 01:24:00",TRUE,550556.076389824,8046437.05858233
